t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,Month,Day,Hour
9.0,6.0,71.0,26.0,3.0,0.0,0.0,3.0,1,6,14
8.0,4.5,71.0,23.0,2.0,0.0,0.0,3.0,1,6,15
8.0,5.0,68.5,19.5,2.0,0.0,0.0,3.0,1,6,16
7.5,4.0,71.0,22.0,1.0,0.0,0.0,3.0,1,6,17
7.0,4.0,71.0,17.5,1.0,0.0,0.0,3.0,1,6,18
6.0,3.0,76.0,15.0,1.0,0.0,0.0,3.0,1,6,19
5.5,2.5,78.5,15.0,1.0,0.0,0.0,3.0,1,6,20
5.0,2.0,81.0,15.0,1.0,0.0,0.0,3.0,1,6,21
4.5,1.5,81.0,13.0,1.0,0.0,0.0,3.0,1,6,22
4.0,1.0,84.0,12.0,1.0,0.0,0.0,3.0,1,6,23
4.0,1.0,81.0,12.0,1.0,0.0,0.0,3.0,1,7,0
4.0,1.0,81.0,11.0,1.0,0.0,0.0,3.0,1,7,1
4.0,1.5,81.0,10.0,1.0,0.0,0.0,3.0,1,7,2
3.5,1.0,84.0,9.0,2.0,0.0,0.0,3.0,1,7,3
4.0,1.5,81.0,10.0,2.0,0.0,0.0,3.0,1,7,4
4.0,2.0,87.0,9.0,1.0,0.0,0.0,3.0,1,7,5
5.0,2.5,81.0,10.0,1.0,0.0,0.0,3.0,1,7,6
5.5,2.5,81.0,13.0,1.0,0.0,0.0,3.0,1,7,7
6.5,3.5,81.0,15.0,2.0,0.0,0.0,3.0,1,7,8
8.0,5.0,76.0,19.0,3.0,0.0,0.0,3.0,1,7,9
8.0,5.0,82.0,19.5,2.0,0.0,0.0,3.0,1,7,10
9.0,6.0,76.0,21.0,2.0,0.0,0.0,3.0,1,7,11
9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0,1,7,12
9.5,6.0,71.5,28.0,2.0,0.0,0.0,3.0,1,7,13
10.0,6.5,62.0,28.5,2.0,0.0,0.0,3.0,1,7,14
9.0,6.0,68.5,25.0,2.0,0.0,0.0,3.0,1,7,15
9.0,6.0,76.0,25.0,3.0,0.0,0.0,3.0,1,7,16
9.5,6.5,71.5,24.0,3.0,0.0,0.0,3.0,1,7,17
10.0,7.0,71.0,30.0,3.0,0.0,0.0,3.0,1,7,18
10.0,6.5,79.0,30.5,3.0,0.0,0.0,3.0,1,7,20
10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0,1,7,21
10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0,1,7,22
10.0,7.0,85.0,24.0,7.0,0.0,0.0,3.0,1,7,23
11.0,11.0,82.0,26.0,4.0,0.0,0.0,3.0,1,8,0
11.5,11.5,85.0,24.0,3.0,0.0,0.0,3.0,1,8,1
12.0,12.0,82.0,25.0,3.0,0.0,0.0,3.0,1,8,2
12.0,12.0,85.0,22.0,3.0,0.0,0.0,3.0,1,8,3
12.0,12.0,88.0,20.5,7.0,0.0,0.0,3.0,1,8,4
12.0,12.0,80.0,20.5,7.0,0.0,0.0,3.0,1,8,5
11.5,11.5,74.5,17.0,3.0,0.0,0.0,3.0,1,8,6
10.5,9.5,82.5,17.0,7.0,0.0,0.0,3.0,1,8,7
9.5,7.5,87.5,14.0,7.0,0.0,0.0,3.0,1,8,8
9.0,7.0,87.0,13.0,7.0,0.0,0.0,3.0,1,8,9
9.0,7.0,87.0,14.0,7.0,0.0,0.0,3.0,1,8,10
9.0,6.0,82.0,20.5,7.0,0.0,0.0,3.0,1,8,11
9.0,6.5,84.5,17.0,2.0,0.0,0.0,3.0,1,8,12
9.0,5.5,79.0,27.0,2.0,0.0,0.0,3.0,1,8,13
10.0,7.0,71.0,22.0,2.0,0.0,0.0,3.0,1,8,14
9.0,6.0,71.0,22.0,2.0,0.0,0.0,3.0,1,8,15
9.0,6.0,71.0,19.5,2.0,0.0,0.0,3.0,1,8,16
9.0,6.0,76.0,22.0,2.0,0.0,0.0,3.0,1,8,17
8.5,5.5,73.5,22.5,1.0,0.0,0.0,3.0,1,8,18
8.0,5.0,73.5,20.5,1.0,0.0,0.0,3.0,1,8,19
8.0,5.0,76.0,17.0,1.0,0.0,0.0,3.0,1,8,20
8.0,4.5,76.0,20.5,1.0,0.0,0.0,3.0,1,8,21
8.5,5.5,73.5,21.0,1.0,0.0,0.0,3.0,1,8,22
9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0,1,8,23
10.0,7.0,71.0,28.0,2.0,0.0,0.0,3.0,1,9,0
10.0,7.0,73.5,30.0,7.0,0.0,0.0,3.0,1,9,1
10.0,6.5,79.0,29.5,7.0,0.0,0.0,3.0,1,9,2
11.0,11.0,79.5,29.0,3.0,0.0,0.0,3.0,1,9,3
11.0,11.0,85.0,33.0,3.0,0.0,0.0,3.0,1,9,4
11.5,11.5,85.0,33.0,3.0,0.0,0.0,3.0,1,9,5
12.0,12.0,82.0,32.5,3.0,0.0,0.0,3.0,1,9,6
12.0,12.0,82.0,31.5,3.0,0.0,0.0,3.0,1,9,7
12.0,12.0,79.5,25.0,2.0,0.0,0.0,3.0,1,9,8
12.0,12.0,74.5,30.0,2.0,0.0,0.0,3.0,1,9,9
12.5,12.5,69.5,29.5,1.0,0.0,0.0,3.0,1,9,10
13.0,13.0,67.0,28.0,1.0,0.0,0.0,3.0,1,9,11
13.0,13.0,67.0,26.0,1.0,0.0,0.0,3.0,1,9,12
13.0,13.0,63.0,30.0,1.0,0.0,0.0,3.0,1,9,13
13.0,13.0,63.0,26.0,2.0,0.0,0.0,3.0,1,9,14
13.5,13.5,67.5,33.5,7.0,0.0,0.0,3.0,1,9,15
13.0,13.0,79.5,37.0,7.0,0.0,0.0,3.0,1,9,16
13.5,13.5,85.0,35.0,7.0,0.0,0.0,3.0,1,9,17
15.0,15.0,82.0,36.0,7.0,0.0,0.0,3.0,1,9,18
15.5,15.5,77.0,41.0,7.0,0.0,0.0,3.0,1,9,19
15.0,15.0,72.0,44.0,3.0,0.0,0.0,3.0,1,9,20
15.0,15.0,68.0,41.0,3.0,0.0,0.0,3.0,1,9,21
15.0,15.0,68.0,40.0,3.0,0.0,0.0,3.0,1,9,22
14.0,14.0,77.0,41.5,4.0,0.0,0.0,3.0,1,9,23
14.0,14.0,77.0,39.0,4.0,0.0,1.0,3.0,1,10,0
14.0,14.0,77.0,40.0,4.0,0.0,1.0,3.0,1,10,1
14.0,14.0,72.0,40.5,3.0,0.0,1.0,3.0,1,10,2
13.0,13.0,77.0,41.0,3.0,0.0,1.0,3.0,1,10,3
13.0,13.0,77.0,36.0,3.0,0.0,1.0,3.0,1,10,4
13.0,13.0,77.0,35.0,3.0,0.0,1.0,3.0,1,10,5
13.0,13.0,82.0,35.0,7.0,0.0,1.0,3.0,1,10,6
13.0,13.0,79.5,35.0,3.0,0.0,1.0,3.0,1,10,7
14.0,14.0,74.5,40.0,3.0,0.0,1.0,3.0,1,10,8
14.0,14.0,77.0,48.0,3.0,0.0,1.0,3.0,1,10,9
14.0,14.0,74.5,41.0,7.0,0.0,1.0,3.0,1,10,10
11.5,11.5,67.5,42.5,3.0,0.0,1.0,3.0,1,10,11
11.5,11.5,58.0,41.5,2.0,0.0,1.0,3.0,1,10,12
10.5,8.5,54.0,38.0,3.0,0.0,1.0,3.0,1,10,13
9.0,4.5,54.0,42.5,3.0,0.0,1.0,3.0,1,10,14
9.0,5.0,48.0,35.0,2.0,0.0,1.0,3.0,1,10,15
8.0,4.0,51.5,27.0,1.0,0.0,1.0,3.0,1,10,16
8.0,4.0,51.5,29.0,2.0,0.0,1.0,3.0,1,10,17
7.0,3.0,55.0,26.0,1.0,0.0,1.0,3.0,1,10,18
6.0,2.0,57.0,26.0,1.0,0.0,1.0,3.0,1,10,19
6.0,2.0,57.0,25.0,1.0,0.0,1.0,3.0,1,10,20
6.0,2.0,57.0,21.0,1.0,0.0,1.0,3.0,1,10,21
5.0,1.0,66.0,20.0,1.0,0.0,1.0,3.0,1,10,22
5.0,1.0,66.0,19.5,1.0,0.0,1.0,3.0,1,10,23
4.5,0.5,72.5,22.0,1.0,0.0,1.0,3.0,1,11,0
4.0,-0.5,75.0,22.0,1.0,0.0,1.0,3.0,1,11,1
4.0,-0.5,75.0,23.0,1.0,0.0,1.0,3.0,1,11,2
4.0,-1.0,75.0,27.0,2.0,0.0,1.0,3.0,1,11,3
4.0,-1.0,72.5,28.0,1.0,0.0,1.0,3.0,1,11,4
4.0,-1.0,70.0,27.0,1.0,0.0,1.0,3.0,1,11,5
4.5,0.0,68.0,24.0,1.0,0.0,1.0,3.0,1,11,6
5.0,1.0,66.0,24.0,1.0,0.0,1.0,3.0,1,11,7
5.0,0.0,66.0,29.5,1.0,0.0,1.0,3.0,1,11,8
5.5,0.5,63.5,29.0,1.0,0.0,1.0,3.0,1,11,9
6.5,2.0,61.0,30.0,1.0,0.0,1.0,3.0,1,11,10
7.5,3.5,59.0,27.0,1.0,0.0,1.0,3.0,1,11,11
8.5,4.5,55.5,27.0,1.0,0.0,1.0,3.0,1,11,12
9.0,5.0,56.0,28.0,2.0,0.0,1.0,3.0,1,11,13
9.0,5.0,60.0,28.0,2.0,0.0,1.0,3.0,1,11,14
8.5,5.0,64.0,26.0,3.0,0.0,1.0,3.0,1,11,15
8.0,4.5,66.0,23.0,3.0,0.0,1.0,3.0,1,11,16
8.0,5.0,71.0,20.5,7.0,0.0,1.0,3.0,1,11,17
8.0,4.0,73.5,25.0,7.0,0.0,1.0,3.0,1,11,18
8.0,4.0,73.5,24.0,3.0,0.0,1.0,3.0,1,11,19
8.0,4.5,71.0,26.0,7.0,0.0,1.0,3.0,1,11,20
8.0,4.0,71.0,30.0,7.0,0.0,1.0,3.0,1,11,21
9.0,5.0,66.0,37.0,7.0,0.0,1.0,3.0,1,11,22
9.0,5.0,71.0,30.5,3.0,0.0,1.0,3.0,1,11,23
9.0,5.0,68.5,29.0,2.0,0.0,0.0,3.0,1,12,0
10.0,6.0,60.0,34.0,4.0,0.0,0.0,3.0,1,12,1
10.0,7.0,64.5,30.0,4.0,0.0,0.0,3.0,1,12,2
10.0,6.5,67.0,30.5,3.0,0.0,0.0,3.0,1,12,3
10.0,6.5,67.0,33.5,3.0,0.0,0.0,3.0,1,12,4
10.0,6.0,67.0,35.0,3.0,0.0,0.0,3.0,1,12,5
10.0,6.0,73.5,31.0,7.0,0.0,0.0,3.0,1,12,6
10.0,7.0,76.0,30.0,7.0,0.0,0.0,3.0,1,12,7
10.0,6.0,76.0,31.0,3.0,0.0,0.0,3.0,1,12,8
11.5,11.5,67.0,32.5,3.0,0.0,0.0,3.0,1,12,9
12.0,12.0,67.0,33.0,3.0,0.0,0.0,3.0,1,12,10
12.0,12.0,74.5,39.0,3.0,0.0,0.0,3.0,1,12,11
12.0,12.0,79.5,29.5,3.0,0.0,0.0,3.0,1,12,12
12.0,12.0,79.5,29.5,3.0,0.0,0.0,3.0,1,12,13
12.5,12.5,77.0,33.0,7.0,0.0,0.0,3.0,1,12,14
12.0,12.0,82.0,25.0,7.0,0.0,0.0,3.0,1,12,15
12.0,12.0,82.0,22.5,7.0,0.0,0.0,3.0,1,12,16
11.5,11.5,88.0,22.0,7.0,0.0,0.0,3.0,1,12,17
11.0,11.0,94.0,22.0,7.0,0.0,0.0,3.0,1,12,18
11.5,11.5,85.0,22.0,7.0,0.0,0.0,3.0,1,12,19
12.0,12.0,82.0,20.0,4.0,0.0,0.0,3.0,1,12,20
12.0,12.0,85.0,18.5,7.0,0.0,0.0,3.0,1,12,21
12.0,12.0,88.0,21.0,7.0,0.0,0.0,3.0,1,12,22
12.0,12.0,88.0,23.0,7.0,0.0,0.0,3.0,1,12,23
12.0,12.0,88.0,25.0,7.0,0.0,0.0,3.0,1,13,0
12.0,12.0,88.0,30.0,7.0,0.0,0.0,3.0,1,13,1
11.5,11.5,88.0,24.5,7.0,0.0,0.0,3.0,1,13,2
11.0,11.0,85.0,19.0,7.0,0.0,0.0,3.0,1,13,3
11.0,11.0,82.0,21.0,7.0,0.0,0.0,3.0,1,13,4
10.5,9.0,79.5,21.0,7.0,0.0,0.0,3.0,1,13,5
10.0,7.5,82.0,20.5,2.0,0.0,0.0,3.0,1,13,6
9.5,6.5,79.0,21.0,7.0,0.0,0.0,3.0,1,13,7
9.0,6.5,71.0,16.0,2.0,0.0,0.0,3.0,1,13,8
9.0,6.0,71.0,18.0,2.0,0.0,0.0,3.0,1,13,9
9.0,6.5,71.0,17.5,1.0,0.0,0.0,3.0,1,13,10
9.0,6.0,68.5,18.0,2.0,0.0,0.0,3.0,1,13,11
9.5,6.5,64.0,20.5,7.0,0.0,0.0,3.0,1,13,12
9.0,5.5,73.5,27.5,7.0,0.0,0.0,3.0,1,13,13
8.5,4.5,71.0,29.0,7.0,0.0,0.0,3.0,1,13,14
8.0,4.5,73.5,21.5,2.0,0.0,0.0,3.0,1,13,15
7.5,4.0,68.5,23.0,2.0,0.0,0.0,3.0,1,13,16
7.0,3.0,71.0,22.0,2.0,0.0,0.0,3.0,1,13,17
7.0,4.5,71.0,14.0,7.0,0.0,0.0,3.0,1,13,18
6.0,2.5,76.0,19.5,7.0,0.0,0.0,3.0,1,13,19
5.5,1.5,76.0,21.0,2.0,0.0,0.0,3.0,1,13,20
5.0,1.0,76.0,23.0,2.0,0.0,0.0,3.0,1,13,21
5.0,2.0,76.0,17.0,1.0,0.0,0.0,3.0,1,13,22
5.0,1.0,70.0,19.5,1.0,0.0,0.0,3.0,1,13,23
5.0,0.5,66.0,26.0,1.0,0.0,0.0,3.0,1,14,0
5.0,0.0,66.0,30.0,1.0,0.0,0.0,3.0,1,14,1
5.0,0.5,66.0,24.0,1.0,0.0,0.0,3.0,1,14,2
4.5,0.5,72.5,21.0,1.0,0.0,0.0,3.0,1,14,3
4.5,1.5,72.5,14.0,1.0,0.0,0.0,3.0,1,14,4
5.0,1.5,70.0,17.5,1.0,0.0,0.0,3.0,1,14,5
5.0,1.0,70.0,23.0,3.0,0.0,0.0,3.0,1,14,6
4.5,-1.0,68.0,30.5,2.0,0.0,0.0,3.0,1,14,7
4.0,-1.0,70.0,26.0,2.0,0.0,0.0,3.0,1,14,8
4.5,-0.5,68.0,29.0,2.0,0.0,0.0,3.0,1,14,9
5.0,0.0,70.0,30.5,2.0,0.0,0.0,3.0,1,14,10
5.5,1.0,65.5,27.0,2.0,0.0,0.0,3.0,1,14,11
6.5,2.5,59.0,27.0,2.0,0.0,0.0,3.0,1,14,12
7.0,3.0,57.0,24.0,2.0,0.0,0.0,3.0,1,14,13
7.0,3.5,55.0,22.0,2.0,0.0,0.0,3.0,1,14,14
7.0,4.0,55.0,18.0,1.0,0.0,0.0,3.0,1,14,15
7.0,4.5,59.0,16.0,1.0,0.0,0.0,3.0,1,14,16
7.5,4.5,64.0,16.0,2.0,0.0,0.0,3.0,1,14,17
8.0,4.5,71.0,21.5,2.0,0.0,0.0,3.0,1,14,18
9.0,5.5,71.0,27.0,3.0,0.0,0.0,3.0,1,14,19
10.0,6.0,69.0,31.0,3.0,0.0,0.0,3.0,1,14,20
10.0,6.0,71.0,38.0,7.0,0.0,0.0,3.0,1,14,21
9.5,5.5,76.5,39.0,7.0,0.0,0.0,3.0,1,14,22
10.0,6.0,79.0,40.0,26.0,0.0,0.0,3.0,1,14,23
10.0,6.0,82.0,40.0,7.0,0.0,0.0,3.0,1,15,0
11.0,11.0,79.5,40.0,26.0,0.0,0.0,3.0,1,15,1
11.0,11.0,82.0,44.5,26.0,0.0,0.0,3.0,1,15,2
11.5,11.5,79.5,45.0,7.0,0.0,0.0,3.0,1,15,3
11.0,11.0,77.0,37.0,26.0,0.0,0.0,3.0,1,15,4
10.0,6.5,79.0,31.5,7.0,0.0,0.0,3.0,1,15,5
9.5,5.5,73.5,29.5,7.0,0.0,0.0,3.0,1,15,6
9.0,6.0,73.5,23.0,2.0,0.0,0.0,3.0,1,15,7
9.0,6.0,66.0,21.0,1.0,0.0,0.0,3.0,1,15,8
9.0,6.0,73.5,19.5,2.0,0.0,0.0,3.0,1,15,9
9.0,6.0,76.0,21.0,2.0,0.0,0.0,3.0,1,15,10
9.0,6.0,66.0,26.0,2.0,0.0,0.0,3.0,1,15,11
8.5,5.0,71.0,25.0,7.0,0.0,0.0,3.0,1,15,12
9.0,5.0,64.0,32.5,2.0,0.0,0.0,3.0,1,15,13
9.0,5.0,60.0,30.5,2.0,0.0,0.0,3.0,1,15,14
9.0,5.0,52.0,36.0,2.0,0.0,0.0,3.0,1,15,15
8.0,4.0,53.0,29.0,2.0,0.0,0.0,3.0,1,15,16
7.5,3.5,55.0,29.5,2.0,0.0,0.0,3.0,1,15,17
7.0,3.0,57.0,29.5,2.0,0.0,0.0,3.0,1,15,18
8.0,4.0,51.5,29.5,2.0,0.0,0.0,3.0,1,15,19
7.0,2.0,51.0,34.0,2.0,0.0,0.0,3.0,1,15,20
6.5,1.5,57.0,32.0,1.0,0.0,0.0,3.0,1,15,21
6.5,1.5,59.0,33.0,2.0,0.0,0.0,3.0,1,15,22
7.0,3.0,57.0,29.5,1.0,0.0,0.0,3.0,1,15,23
7.0,3.0,53.0,31.0,1.0,0.0,0.0,3.0,1,16,0
7.0,3.0,53.0,27.5,1.0,0.0,0.0,3.0,1,16,1
6.5,2.5,59.0,22.0,1.0,0.0,0.0,3.0,1,16,2
6.5,2.5,59.0,25.0,1.0,0.0,0.0,3.0,1,16,3
6.5,3.0,55.0,20.5,1.0,0.0,0.0,3.0,1,16,4
6.5,3.0,55.0,20.5,1.0,0.0,0.0,3.0,1,16,5
7.0,4.0,55.0,18.5,1.0,0.0,0.0,3.0,1,16,6
7.0,4.5,59.0,15.0,7.0,0.0,0.0,3.0,1,16,7
7.0,4.5,61.0,15.0,3.0,0.0,0.0,3.0,1,16,8
6.0,3.0,71.0,13.0,2.0,0.0,0.0,3.0,1,16,9
6.5,3.5,68.5,17.0,2.0,0.0,0.0,3.0,1,16,10
6.0,2.5,76.0,19.5,2.0,0.0,0.0,3.0,1,16,11
6.0,3.0,73.5,17.0,2.0,0.0,0.0,3.0,1,16,12
7.0,4.0,68.5,15.0,2.0,0.0,0.0,3.0,1,16,13
7.0,4.5,66.0,15.0,2.0,0.0,0.0,3.0,1,16,14
7.0,4.0,66.0,15.0,2.0,0.0,0.0,3.0,1,16,15
6.0,2.0,68.5,23.5,7.0,0.0,0.0,3.0,1,16,16
5.5,2.5,76.0,14.0,2.0,0.0,0.0,3.0,1,16,17
5.0,1.5,73.0,16.0,3.0,0.0,0.0,3.0,1,16,18
4.0,1.0,72.5,12.0,1.0,0.0,0.0,3.0,1,16,19
4.0,2.0,72.5,9.0,1.0,0.0,0.0,3.0,1,16,20
3.0,0.0,75.0,11.0,1.0,0.0,0.0,3.0,1,16,21
2.5,-1.5,72.5,15.0,1.0,0.0,0.0,3.0,1,16,22
2.5,-1.0,81.0,12.0,1.0,0.0,0.0,3.0,1,16,23
2.0,-2.0,81.0,13.0,1.0,0.0,1.0,3.0,1,17,0
2.0,-1.5,81.0,12.0,1.0,0.0,1.0,3.0,1,17,1
1.0,-3.0,81.0,14.0,1.0,0.0,1.0,3.0,1,17,2
1.0,-3.0,81.0,15.0,1.0,0.0,1.0,3.0,1,17,3
1.0,-2.0,81.0,10.0,1.0,0.0,1.0,3.0,1,17,4
0.5,-2.5,77.5,8.0,1.0,0.0,1.0,3.0,1,17,5
0.5,-3.0,77.5,10.0,1.0,0.0,1.0,3.0,1,17,6
1.5,-2.5,72.5,16.0,1.0,0.0,1.0,3.0,1,17,7
2.5,-1.5,67.5,15.0,1.0,0.0,1.0,3.0,1,17,8
3.5,-0.5,65.0,16.0,1.0,0.0,1.0,3.0,1,17,9
4.0,0.0,70.0,21.0,7.0,0.0,1.0,3.0,1,17,10
5.0,1.5,73.0,18.5,7.0,0.0,1.0,3.0,1,17,11
6.5,3.5,73.5,17.0,2.0,0.0,1.0,3.0,1,17,12
6.0,2.5,73.5,20.5,2.0,0.0,1.0,3.0,1,17,13
7.0,4.0,66.0,17.0,2.0,0.0,1.0,3.0,1,17,14
6.0,3.0,71.0,18.0,1.0,0.0,1.0,3.0,1,17,15
6.0,3.0,71.0,15.0,1.0,0.0,1.0,3.0,1,17,16
5.0,2.5,76.0,10.0,1.0,0.0,1.0,3.0,1,17,17
5.0,2.0,76.0,13.0,1.0,0.0,1.0,3.0,1,17,18
5.0,2.0,76.0,12.0,1.0,0.0,1.0,3.0,1,17,19
5.0,3.0,81.0,9.0,1.0,0.0,1.0,3.0,1,17,20
5.0,2.5,76.0,10.0,1.0,0.0,1.0,3.0,1,17,21
5.0,3.0,76.0,7.0,2.0,0.0,1.0,3.0,1,17,22
5.0,2.5,78.5,9.0,7.0,0.0,1.0,3.0,1,17,23
5.0,3.0,76.0,7.0,2.0,0.0,1.0,3.0,1,18,0
5.0,3.5,76.0,6.5,7.0,0.0,1.0,3.0,1,18,1
5.0,3.0,81.0,8.0,7.0,0.0,1.0,3.0,1,18,2
4.5,3.0,84.0,6.5,7.0,0.0,1.0,3.0,1,18,3
4.0,4.0,87.0,0.0,7.0,0.0,1.0,3.0,1,18,4
4.0,3.5,90.0,5.0,7.0,0.0,1.0,3.0,1,18,5
4.0,3.5,90.0,5.0,7.0,0.0,1.0,3.0,1,18,6
4.0,3.5,87.0,5.0,7.0,0.0,1.0,3.0,1,18,7
4.0,3.5,93.0,5.0,2.0,0.0,1.0,3.0,1,18,8
4.0,2.5,90.0,6.5,7.0,0.0,1.0,3.0,1,18,9
4.0,2.0,87.0,9.0,7.0,0.0,1.0,3.0,1,18,10
4.0,1.5,84.0,9.0,4.0,0.0,1.0,3.0,1,18,11
4.0,1.0,81.0,12.0,2.0,0.0,1.0,3.0,1,18,12
4.0,1.0,81.0,12.0,2.0,0.0,1.0,3.0,1,18,13
4.0,1.0,75.0,14.0,2.0,0.0,1.0,3.0,1,18,14
4.0,1.0,75.0,13.0,2.0,0.0,1.0,3.0,1,18,15
3.0,2.0,81.0,6.0,2.0,0.0,1.0,3.0,1,18,16
3.0,3.0,81.0,4.0,1.0,0.0,1.0,3.0,1,18,17
2.0,0.0,87.0,6.5,1.0,0.0,1.0,3.0,1,18,18
2.0,-0.5,87.0,8.0,1.0,0.0,1.0,3.0,1,18,19
1.5,0.5,87.0,5.5,1.0,0.0,1.0,3.0,1,18,20
1.0,1.0,87.0,4.0,1.0,0.0,1.0,3.0,1,18,21
1.0,1.0,87.0,4.0,1.0,0.0,1.0,3.0,1,18,22
0.5,-1.5,90.0,6.0,1.0,0.0,1.0,3.0,1,18,23
0.0,-3.0,93.0,8.0,1.0,0.0,0.0,3.0,1,19,0
0.5,-2.5,93.0,8.0,2.0,0.0,0.0,3.0,1,19,1
1.0,0.0,93.0,5.5,2.0,0.0,0.0,3.0,1,19,2
0.5,-0.5,93.0,3.5,2.0,0.0,0.0,3.0,1,19,3
0.5,-1.0,93.0,4.5,3.0,0.0,0.0,3.0,1,19,4
1.0,-1.0,93.0,6.5,3.0,0.0,0.0,3.0,1,19,5
